Phage,Phage_Accession,Host_Name,Host_Accession,Affinity,Source
"Pseudomonas phage Touem01, complete genome",PP179325.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179325.1
"Pseudomonas phage Touem01, complete genome",PP179325.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179325.1
"Pseudomonas phage Touem01, complete genome",PP179325.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179325.1
"Pseudomonas phage Touem01, complete genome",PP179325.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179325.1
"Stenotrophomonas phage cm3, complete genome",PP747256.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP747256.1
"Stenotrophomonas phage cm3, complete genome",PP747256.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP747256.1
"Stenotrophomonas phage cm3, complete genome",PP747256.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP747256.1
"Stenotrophomonas phage cm3, complete genome",PP747256.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP747256.1
"Stenotrophomonas phage CM2, complete genome",PP550502.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP550502.1
"Stenotrophomonas phage CM2, complete genome",PP550502.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP550502.1
"Stenotrophomonas phage CM2, complete genome",PP550502.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP550502.1
"Stenotrophomonas phage CM2, complete genome",PP550502.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP550502.1
"Stenotrophomonas phage Stm18, complete genome",PP554396.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP554396.1
"Stenotrophomonas phage Stm18, complete genome",PP554396.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP554396.1
"Stenotrophomonas phage Stm18, complete genome",PP554396.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP554396.1
"Stenotrophomonas phage Stm18, complete genome",PP554396.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP554396.1
"Stenotrophomonas phage RAS14, complete genome",OP752703.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OP752703.1
"Stenotrophomonas phage RAS14, complete genome",OP752703.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OP752703.1
"Stenotrophomonas phage RAS14, complete genome",OP752703.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OP752703.1
"Stenotrophomonas phage RAS14, complete genome",OP752703.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OP752703.1
"Stenotrophomonas phage SOVA965, complete genome",PP079418.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079418.1
"Stenotrophomonas phage SOVA965, complete genome",PP079418.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079418.1
"Stenotrophomonas phage SOVA965, complete genome",PP079418.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079418.1
"Stenotrophomonas phage SOVA965, complete genome",PP079418.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079418.1
"Stenotrophomonas phage SB5, complete genome",PP079417.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079417.1
"Stenotrophomonas phage SB5, complete genome",PP079417.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079417.1
"Stenotrophomonas phage SB5, complete genome",PP079417.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079417.1
"Stenotrophomonas phage SB5, complete genome",PP079417.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079417.1
"Stenotrophomonas phage SB2, complete genome",PP079416.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079416.1
"Stenotrophomonas phage SB2, complete genome",PP079416.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079416.1
"Stenotrophomonas phage SB2, complete genome",PP079416.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079416.1
"Stenotrophomonas phage SB2, complete genome",PP079416.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079416.1
"Stenotrophomonas phage StenM_174, complete genome",OR729839.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR729839.1
"Stenotrophomonas phage StenM_174, complete genome",OR729839.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR729839.1
"Stenotrophomonas phage StenM_174, complete genome",OR729839.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR729839.1
"Stenotrophomonas phage StenM_174, complete genome",OR729839.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR729839.1
"Stenotrophomonas phage vB_SmaS_Bhz63, complete genome",OR797046.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797046.1
"Stenotrophomonas phage vB_SmaS_Bhz63, complete genome",OR797046.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797046.1
"Stenotrophomonas phage vB_SmaS_Bhz63, complete genome",OR797046.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797046.1
"Stenotrophomonas phage vB_SmaS_Bhz63, complete genome",OR797046.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797046.1
"Stenotrophomonas phage vB_SmaS_Bhz60, complete genome",OR797045.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797045.1
"Stenotrophomonas phage vB_SmaS_Bhz60, complete genome",OR797045.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797045.1
"Stenotrophomonas phage vB_SmaS_Bhz60, complete genome",OR797045.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797045.1
"Stenotrophomonas phage vB_SmaS_Bhz60, complete genome",OR797045.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797045.1
"Stenotrophomonas phage vB_SmaS_Bhz59, complete genome",OR797044.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797044.1
"Stenotrophomonas phage vB_SmaS_Bhz59, complete genome",OR797044.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797044.1
"Stenotrophomonas phage vB_SmaS_Bhz59, complete genome",OR797044.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797044.1
"Stenotrophomonas phage vB_SmaS_Bhz59, complete genome",OR797044.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797044.1
"Stenotrophomonas phage vB_SmaS_Bhz58, complete genome",OR797043.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797043.1
"Stenotrophomonas phage vB_SmaS_Bhz58, complete genome",OR797043.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797043.1
"Stenotrophomonas phage vB_SmaS_Bhz58, complete genome",OR797043.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797043.1
"Stenotrophomonas phage vB_SmaS_Bhz58, complete genome",OR797043.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797043.1
"Stenotrophomonas phage vB_SmaS_Bhz55, complete genome",OR797042.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797042.1
"Stenotrophomonas phage vB_SmaS_Bhz55, complete genome",OR797042.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797042.1
"Stenotrophomonas phage vB_SmaS_Bhz55, complete genome",OR797042.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797042.1
"Stenotrophomonas phage vB_SmaS_Bhz55, complete genome",OR797042.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797042.1
"Stenotrophomonas phage vB_SmaS_Bhz54, complete genome",OR797041.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797041.1
"Stenotrophomonas phage vB_SmaS_Bhz54, complete genome",OR797041.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797041.1
"Stenotrophomonas phage vB_SmaS_Bhz54, complete genome",OR797041.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797041.1
"Stenotrophomonas phage vB_SmaS_Bhz54, complete genome",OR797041.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797041.1
"Stenotrophomonas phage vB_SmaM_Bhz51, complete genome",OR797040.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797040.1
"Stenotrophomonas phage vB_SmaM_Bhz51, complete genome",OR797040.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797040.1
"Stenotrophomonas phage vB_SmaM_Bhz51, complete genome",OR797040.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797040.1
"Stenotrophomonas phage vB_SmaM_Bhz51, complete genome",OR797040.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR797040.1
"Pseudoalteromonas phage J2-1_QLiu-2017, complete genome",MF988720.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:MF988720.1
"Pseudoalteromonas phage J2-1_QLiu-2017, complete genome",MF988720.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:MF988720.1
"Pseudoalteromonas phage J2-1_QLiu-2017, complete genome",MF988720.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:MF988720.1
"Pseudoalteromonas phage J2-1_QLiu-2017, complete genome",MF988720.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:MF988720.1
"Stenotrophomonas phage StM171, complete genome",MZ611865.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:MZ611865.1
"Stenotrophomonas phage StM171, complete genome",MZ611865.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:MZ611865.1
"Stenotrophomonas phage StM171, complete genome",MZ611865.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:MZ611865.1
"Stenotrophomonas phage StM171, complete genome",MZ611865.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:MZ611865.1
"Stenotrophomonas phage StenR_269, complete genome",OR838459.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR838459.1
"Stenotrophomonas phage StenR_269, complete genome",OR838459.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR838459.1
"Stenotrophomonas phage StenR_269, complete genome",OR838459.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR838459.1
"Stenotrophomonas phage StenR_269, complete genome",OR838459.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR838459.1
"Stenotrophomonas phage BUCTxx100, complete genome",OR529409.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR529409.1
"Stenotrophomonas phage BUCTxx100, complete genome",OR529409.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR529409.1
"Stenotrophomonas phage BUCTxx100, complete genome",OR529409.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR529409.1
"Stenotrophomonas phage BUCTxx100, complete genome",OR529409.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR529409.1
"Stenotrophomonas phage BUCTxx99, complete genome",OR529408.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR529408.1
"Stenotrophomonas phage BUCTxx99, complete genome",OR529408.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR529408.1
"Stenotrophomonas phage BUCTxx99, complete genome",OR529408.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR529408.1
"Stenotrophomonas phage BUCTxx99, complete genome",OR529408.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR529408.1
"Stenotrophomonas phage c9-N, complete genome",OR209256.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR209256.1
"Stenotrophomonas phage c9-N, complete genome",OR209256.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR209256.1
"Stenotrophomonas phage c9-N, complete genome",OR209256.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR209256.1
"Stenotrophomonas phage c9-N, complete genome",OR209256.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:OR209256.1
"Stenotrophomonas phage YB07, complete genome",MK580972.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:MK580972.1
"Stenotrophomonas phage YB07, complete genome",MK580972.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:MK580972.1
"Stenotrophomonas phage YB07, complete genome",MK580972.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:MK580972.1
"Stenotrophomonas phage YB07, complete genome",MK580972.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:MK580972.1
"Streptomyces phage ZL12, complete genome",NC_013420.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_013420.1
"Streptomyces phage ZL12, complete genome",NC_013420.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_013420.1
"Streptomyces phage ZL12, complete genome",NC_013420.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_013420.1
"Streptomyces phage ZL12, complete genome",NC_013420.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_013420.1
"Stenotrophomonas phage vB_SmaM_Ps15, complete genome",NC_070951.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_070951.1
"Stenotrophomonas phage vB_SmaM_Ps15, complete genome",NC_070951.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_070951.1
"Stenotrophomonas phage vB_SmaM_Ps15, complete genome",NC_070951.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_070951.1
"Stenotrophomonas phage vB_SmaM_Ps15, complete genome",NC_070951.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_070951.1
"Stenotrophomonas phage vB_SmaS-AXL_1, complete genome",NC_073034.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_073034.1
"Stenotrophomonas phage vB_SmaS-AXL_1, complete genome",NC_073034.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_073034.1
"Stenotrophomonas phage vB_SmaS-AXL_1, complete genome",NC_073034.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_073034.1
"Stenotrophomonas phage vB_SmaS-AXL_1, complete genome",NC_073034.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Stenotrophomonas|NCBI:NC_073034.1
"Xylella phage vB_Xf_IVIA-DoCa21, complete genome",PP895211.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Xylella|NCBI:PP895211.1
"Xylella phage vB_Xf_IVIA-DoCa21, complete genome",PP895211.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Xylella|NCBI:PP895211.1
"Xylella phage vB_Xf_IVIA-DoCa21, complete genome",PP895211.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Xylella|NCBI:PP895211.1
"Xylella phage vB_Xf_IVIA-DoCa21, complete genome",PP895211.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Xylella|NCBI:PP895211.1
"Xylella phage vB_Xf_IVIA-DoCa19, complete genome",PP895210.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Xylella|NCBI:PP895210.1
"Xylella phage vB_Xf_IVIA-DoCa19, complete genome",PP895210.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Xylella|NCBI:PP895210.1
"Xylella phage vB_Xf_IVIA-DoCa19, complete genome",PP895210.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Xylella|NCBI:PP895210.1
"Xylella phage vB_Xf_IVIA-DoCa19, complete genome",PP895210.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Xylella|NCBI:PP895210.1
"Xylella phage vB_Xf_IVIA-DoCa18, complete genome",PP895209.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Xylella|NCBI:PP895209.1
"Xylella phage vB_Xf_IVIA-DoCa18, complete genome",PP895209.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Xylella|NCBI:PP895209.1
"Xylella phage vB_Xf_IVIA-DoCa18, complete genome",PP895209.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Xylella|NCBI:PP895209.1
"Xylella phage vB_Xf_IVIA-DoCa18, complete genome",PP895209.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Xylella|NCBI:PP895209.1
"Xylella phage vB_Xf_IVIA-DoCa15, complete genome",PP895208.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Xylella|NCBI:PP895208.1
"Xylella phage vB_Xf_IVIA-DoCa15, complete genome",PP895208.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Xylella|NCBI:PP895208.1
"Xylella phage vB_Xf_IVIA-DoCa15, complete genome",PP895208.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Xylella|NCBI:PP895208.1
"Xylella phage vB_Xf_IVIA-DoCa15, complete genome",PP895208.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Xylella|NCBI:PP895208.1
"Escherichia phage S11, complete genome",PQ821741.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Xylella|NCBI:PQ821741.1
"Escherichia phage S11, complete genome",PQ821741.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Xylella|NCBI:PQ821741.1
"Escherichia phage S11, complete genome",PQ821741.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Xylella|NCBI:PQ821741.1
"Escherichia phage S11, complete genome",PQ821741.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Xylella|NCBI:PQ821741.1
"Xylella phage Pico, complete genome",PX753199.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Xylella|NCBI:PX753199.1
"Xylella phage Pico, complete genome",PX753199.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Xylella|NCBI:PX753199.1
"Xylella phage Pico, complete genome",PX753199.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Xylella|NCBI:PX753199.1
"Xylella phage Pico, complete genome",PX753199.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Xylella|NCBI:PX753199.1
"Xylella phage Porto, complete genome",PX753198.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Xylella|NCBI:PX753198.1
"Xylella phage Porto, complete genome",PX753198.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Xylella|NCBI:PX753198.1
"Xylella phage Porto, complete genome",PX753198.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Xylella|NCBI:PX753198.1
"Xylella phage Porto, complete genome",PX753198.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Xylella|NCBI:PX753198.1
"Xylella phage Patu, complete genome",PX753197.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Xylella|NCBI:PX753197.1
"Xylella phage Patu, complete genome",PX753197.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Xylella|NCBI:PX753197.1
"Xylella phage Patu, complete genome",PX753197.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Xylella|NCBI:PX753197.1
"Xylella phage Patu, complete genome",PX753197.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Xylella|NCBI:PX753197.1
